Revisi:,,,,,,,,,,,
Atribut:,,,,,,,,,,,
Alamat,Variabel,Ket. Lojik nol,Ket. Lojik Satu,Arsip,Arsip Aktif,Alarm,Alarm Aktif,Kelompok,Stasiun,,
3034,YK-W11E/21C-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W11E/21C  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W11E/21C  Aktif,1,1,,,wesel,YK,158,9
3035,YK-W21D/41A-L,Wesel W21D/41A Tersekat,Wesel W21D/41A tidak Tersekat,1,1,,,wesel,YK,158,10
3036,YK-W21D/41A-SWRLS,,Proses Membuka Sekat Wesel W21D/41A  Sedang Berlangsung,1,1,,,wesel,YK,158,11
3037,YK-W21D/41A-TPZ,Wesel W21D/41A  Terduduki tidak dapat berpindah Posisi,Wesel W21D/41A  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,158,12
3038,YK-W21D/41A-NWP-DI,Deteksi Wesel W21D/41A tidak pada Posisi Normal,Deteksi Wesel W21D/41A pada Posisi Normal,1,1,,,wesel,YK,158,13
3039,YK-W21D/41A-RWP-DI,Deteksi Wesel W21D/41A tidak pada Posisi Reverse,Deteksi Wesel W21D/41A pada Posisi Reverse,1,1,,,wesel,YK,158,14
3040,YK-W21D/41A-NWR-DO,Perintah ke Lapangan Wesel W21D/41A ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W21D/41A ke Arah Normal Aktif,1,1,,,wesel,YK,158,15
3041,YK-W21D/41A-RWR-DO,Perintah ke Lapangan Wesel W21D/41A ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W21D/41A ke Arah Reverse Aktif,1,1,,,wesel,YK,159,0
3042,YK-W21D/41A-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W21D/41A  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W21D/41A  Aktif,1,1,,,wesel,YK,159,1
3043,YK-W41B-L,Wesel W41B Tersekat,Wesel W41B tidak Tersekat,1,1,,,wesel,YK,159,2
3044,YK-W41B-SWRLS,,Proses Membuka Sekat Wesel W41B  Sedang Berlangsung,1,1,,,wesel,YK,159,3
3045,YK-W41B-TPZ,Wesel W41B  Terduduki tidak dapat berpindah Posisi,Wesel W41B  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,159,4
3046,YK-W41B-NWP-DI,Deteksi Wesel W41B tidak pada Posisi Normal,Deteksi Wesel W41B pada Posisi Normal,1,1,,,wesel,YK,159,5
3047,YK-W41B-RWP-DI,Deteksi Wesel W41B tidak pada Posisi Reverse,Deteksi Wesel W41B pada Posisi Reverse,1,1,,,wesel,YK,159,6
3048,YK-W41B-NWR-DO,Perintah ke Lapangan Wesel W41B ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W41B ke Arah Normal Aktif,1,1,,,wesel,YK,159,7
3049,YK-W41B-RWR-DO,Perintah ke Lapangan Wesel W41B ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W41B ke Arah Reverse Aktif,1,1,,,wesel,YK,159,8
3050,YK-W41B-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W41B  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W41B  Aktif,1,1,,,wesel,YK,159,9
3051,YK-W51-L,Wesel W51 Tersekat,Wesel W51 tidak Tersekat,1,1,,,wesel,YK,159,10
3052,YK-W51-SWRLS,,Proses Membuka Sekat Wesel W51  Sedang Berlangsung,1,1,,,wesel,YK,159,11
3053,YK-W51-TPZ,Wesel W51  Terduduki tidak dapat berpindah Posisi,Wesel W51  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,159,12
3054,YK-W51-NWP-DI,Deteksi Wesel W51 tidak pada Posisi Normal,Deteksi Wesel W51 pada Posisi Normal,1,1,,,wesel,YK,159,13
3055,YK-W51-RWP-DI,Deteksi Wesel W51 tidak pada Posisi Reverse,Deteksi Wesel W51 pada Posisi Reverse,1,1,,,wesel,YK,159,14
3056,YK-W51-NWR-DO,Perintah ke Lapangan Wesel W51 ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W51 ke Arah Normal Aktif,1,1,,,wesel,YK,159,15
3057,YK-W51-RWR-DO,Perintah ke Lapangan Wesel W51 ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W51 ke Arah Reverse Aktif,1,1,,,wesel,YK,160,0
3058,YK-W51-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W51  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W51  Aktif,1,1,,,wesel,YK,160,1
3059,YK-W61/81A-L,Wesel W61/81A Tersekat,Wesel W61/81A tidak Tersekat,1,1,,,wesel,YK,160,2
3060,YK-W61/81A-SWRLS,,Proses Membuka Sekat Wesel W61/81A  Sedang Berlangsung,1,1,,,wesel,YK,160,3
3061,YK-W61/81A-TPZ,Wesel W61/81A  Terduduki tidak dapat berpindah Posisi,Wesel W61/81A  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,160,4
3062,YK-W61/81A-NWP-DI,Deteksi Wesel W61/81A tidak pada Posisi Normal,Deteksi Wesel W61/81A pada Posisi Normal,1,1,,,wesel,YK,160,5
3063,YK-W61/81A-RWP-DI,Deteksi Wesel W61/81A tidak pada Posisi Reverse,Deteksi Wesel W61/81A pada Posisi Reverse,1,1,,,wesel,YK,160,6
3064,YK-W61/81A-NWR-DO,Perintah ke Lapangan Wesel W61/81A ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W61/81A ke Arah Normal Aktif,1,1,,,wesel,YK,160,7
3065,YK-W61/81A-RWR-DO,Perintah ke Lapangan Wesel W61/81A ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W61/81A ke Arah Reverse Aktif,1,1,,,wesel,YK,160,8
3066,YK-W61/81A-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W61/81A  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W61/81A  Aktif,1,1,,,wesel,YK,160,9
3067,YK-W71-L,Wesel W71 Tersekat,Wesel W71 tidak Tersekat,1,1,,,wesel,YK,160,10
3068,YK-W71-SWRLS,,Proses Membuka Sekat Wesel W71  Sedang Berlangsung,1,1,,,wesel,YK,160,11
3069,YK-W71-TPZ,Wesel W71  Terduduki tidak dapat berpindah Posisi,Wesel W71  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,160,12
3070,YK-W71-NWP-DI,Deteksi Wesel W71 tidak pada Posisi Normal,Deteksi Wesel W71 pada Posisi Normal,1,1,,,wesel,YK,160,13
3071,YK-W71-RWP-DI,Deteksi Wesel W71 tidak pada Posisi Reverse,Deteksi Wesel W71 pada Posisi Reverse,1,1,,,wesel,YK,160,14
3072,YK-W71-NWR-DO,Perintah ke Lapangan Wesel W71 ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W71 ke Arah Normal Aktif,1,1,,,wesel,YK,160,15
3073,YK-W71-RWR-DO,Perintah ke Lapangan Wesel W71 ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W71 ke Arah Reverse Aktif,1,1,,,wesel,YK,161,0
3074,YK-W71-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W71  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W71  Aktif,1,1,,,wesel,YK,161,1
3075,YK-W81B/101-L,Wesel W81B/101 Tersekat,Wesel W81B/101 tidak Tersekat,1,1,,,wesel,YK,161,2
3076,YK-W81B/101-SWRLS,,Proses Membuka Sekat Wesel W81B/101  Sedang Berlangsung,1,1,,,wesel,YK,161,3
3077,YK-W81B/101-TPZ,Wesel W81B/101  Terduduki tidak dapat berpindah Posisi,Wesel W81B/101  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,161,4
3078,YK-W81B/101-NWP-DI,Deteksi Wesel W81B/101 tidak pada Posisi Normal,Deteksi Wesel W81B/101 pada Posisi Normal,1,1,,,wesel,YK,161,5
3079,YK-W81B/101-RWP-DI,Deteksi Wesel W81B/101 tidak pada Posisi Reverse,Deteksi Wesel W81B/101 pada Posisi Reverse,1,1,,,wesel,YK,161,6
3080,YK-W81B/101-NWR-DO,Perintah ke Lapangan Wesel W81B/101 ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W81B/101 ke Arah Normal Aktif,1,1,,,wesel,YK,161,7
3081,YK-W81B/101-RWR-DO,Perintah ke Lapangan Wesel W81B/101 ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W81B/101 ke Arah Reverse Aktif,1,1,,,wesel,YK,161,8
3082,YK-W81B/101-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W81B/101  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W81B/101  Aktif,1,1,,,wesel,YK,161,9
3083,YK-W13A/23B-L,Wesel W13A/23B Tersekat,Wesel W13A/23B tidak Tersekat,1,1,,,wesel,YK,161,10
3084,YK-W13A/23B-SWRLS,,Proses Membuka Sekat Wesel W13A/23B  Sedang Berlangsung,1,1,,,wesel,YK,161,11
3085,YK-W13A/23B-TPZ,Wesel W13A/23B  Terduduki tidak dapat berpindah Posisi,Wesel W13A/23B  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,161,12
3086,YK-W13A/23B-NWP-DI,Deteksi Wesel W13A/23B tidak pada Posisi Normal,Deteksi Wesel W13A/23B pada Posisi Normal,1,1,,,wesel,YK,161,13
3087,YK-W13A/23B-RWP-DI,Deteksi Wesel W13A/23B tidak pada Posisi Reverse,Deteksi Wesel W13A/23B pada Posisi Reverse,1,1,,,wesel,YK,161,14
3088,YK-W13A/23B-NWR-DO,Perintah ke Lapangan Wesel W13A/23B ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W13A/23B ke Arah Normal Aktif,1,1,,,wesel,YK,161,15
3089,YK-W13A/23B-RWR-DO,Perintah ke Lapangan Wesel W13A/23B ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W13A/23B ke Arah Reverse Aktif,1,1,,,wesel,YK,162,0
3090,YK-W13A/23B-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W13A/23B  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W13A/23B  Aktif,1,1,,,wesel,YK,162,1
3091,YK-W13B/53B-L,Wesel W13B/53B Tersekat,Wesel W13B/53B tidak Tersekat,1,1,,,wesel,YK,162,2
3092,YK-W13B/53B-SWRLS,,Proses Membuka Sekat Wesel W13B/53B  Sedang Berlangsung,1,1,,,wesel,YK,162,3
3093,YK-W13B/53B-TPZ,Wesel W13B/53B  Terduduki tidak dapat berpindah Posisi,Wesel W13B/53B  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,162,4
3094,YK-W13B/53B-NWP-DI,Deteksi Wesel W13B/53B tidak pada Posisi Normal,Deteksi Wesel W13B/53B pada Posisi Normal,1,1,,,wesel,YK,162,5
3095,YK-W13B/53B-RWP-DI,Deteksi Wesel W13B/53B tidak pada Posisi Reverse,Deteksi Wesel W13B/53B pada Posisi Reverse,1,1,,,wesel,YK,162,6
3096,YK-W13B/53B-NWR-DO,Perintah ke Lapangan Wesel W13B/53B ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W13B/53B ke Arah Normal Aktif,1,1,,,wesel,YK,162,7
3097,YK-W13B/53B-RWR-DO,Perintah ke Lapangan Wesel W13B/53B ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W13B/53B ke Arah Reverse Aktif,1,1,,,wesel,YK,162,8
3098,YK-W13B/53B-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W13B/53B  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W13B/53B  Aktif,1,1,,,wesel,YK,162,9
3099,YK-W13C/53C-L,Wesel W13C/53C Tersekat,Wesel W13C/53C tidak Tersekat,1,1,,,wesel,YK,162,10
3100,YK-W13C/53C-SWRLS,,Proses Membuka Sekat Wesel W13C/53C  Sedang Berlangsung,1,1,,,wesel,YK,162,11
3101,YK-W13C/53C-TPZ,Wesel W13C/53C  Terduduki tidak dapat berpindah Posisi,Wesel W13C/53C  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,162,12
3102,YK-W13C/53C-NWP-DI,Deteksi Wesel W13C/53C tidak pada Posisi Normal,Deteksi Wesel W13C/53C pada Posisi Normal,1,1,,,wesel,YK,162,13
3103,YK-W13C/53C-RWP-DI,Deteksi Wesel W13C/53C tidak pada Posisi Reverse,Deteksi Wesel W13C/53C pada Posisi Reverse,1,1,,,wesel,YK,162,14
3104,YK-W13C/53C-NWR-DO,Perintah ke Lapangan Wesel W13C/53C ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W13C/53C ke Arah Normal Aktif,1,1,,,wesel,YK,162,15
3105,YK-W13C/53C-RWR-DO,Perintah ke Lapangan Wesel W13C/53C ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W13C/53C ke Arah Reverse Aktif,1,1,,,wesel,YK,163,0
3106,YK-W13C/53C-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W13C/53C  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W13C/53C  Aktif,1,1,,,wesel,YK,163,1
3107,YK-W23A/43B-L,Wesel W23A/43B Tersekat,Wesel W23A/43B tidak Tersekat,1,1,,,wesel,YK,163,2
3108,YK-W23A/43B-SWRLS,,Proses Membuka Sekat Wesel W23A/43B  Sedang Berlangsung,1,1,,,wesel,YK,163,3
3109,YK-W23A/43B-TPZ,Wesel W23A/43B  Terduduki tidak dapat berpindah Posisi,Wesel W23A/43B  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,163,4
3110,YK-W23A/43B-NWP-DI,Deteksi Wesel W23A/43B tidak pada Posisi Normal,Deteksi Wesel W23A/43B pada Posisi Normal,1,1,,,wesel,YK,163,5
3111,YK-W23A/43B-RWP-DI,Deteksi Wesel W23A/43B tidak pada Posisi Reverse,Deteksi Wesel W23A/43B pada Posisi Reverse,1,1,,,wesel,YK,163,6
3112,YK-W23A/43B-NWR-DO,Perintah ke Lapangan Wesel W23A/43B ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W23A/43B ke Arah Normal Aktif,1,1,,,wesel,YK,163,7
3113,YK-W23A/43B-RWR-DO,Perintah ke Lapangan Wesel W23A/43B ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W23A/43B ke Arah Reverse Aktif,1,1,,,wesel,YK,163,8
3114,YK-W23A/43B-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W23A/43B  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W23A/43B  Aktif,1,1,,,wesel,YK,163,9
3115,YK-W43A/63B-L,Wesel W43A/63B Tersekat,Wesel W43A/63B tidak Tersekat,1,1,,,wesel,YK,163,10
3116,YK-W43A/63B-SWRLS,,Proses Membuka Sekat Wesel W43A/63B  Sedang Berlangsung,1,1,,,wesel,YK,163,11
3117,YK-W43A/63B-TPZ,Wesel W43A/63B  Terduduki tidak dapat berpindah Posisi,Wesel W43A/63B  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,163,12
3118,YK-W43A/63B-NWP-DI,Deteksi Wesel W43A/63B tidak pada Posisi Normal,Deteksi Wesel W43A/63B pada Posisi Normal,1,1,,,wesel,YK,163,13
3119,YK-W43A/63B-RWP-DI,Deteksi Wesel W43A/63B tidak pada Posisi Reverse,Deteksi Wesel W43A/63B pada Posisi Reverse,1,1,,,wesel,YK,163,14
3120,YK-W43A/63B-NWR-DO,Perintah ke Lapangan Wesel W43A/63B ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W43A/63B ke Arah Normal Aktif,1,1,,,wesel,YK,163,15
3121,YK-W43A/63B-RWR-DO,Perintah ke Lapangan Wesel W43A/63B ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W43A/63B ke Arah Reverse Aktif,1,1,,,wesel,YK,164,0
3122,YK-W43A/63B-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W43A/63B  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W43A/63B  Aktif,1,1,,,wesel,YK,164,1
3123,YK-W53A-L,Wesel W53A Tersekat,Wesel W53A tidak Tersekat,1,1,,,wesel,YK,164,2
3124,YK-W53A-SWRLS,,Proses Membuka Sekat Wesel W53A  Sedang Berlangsung,1,1,,,wesel,YK,164,3
3125,YK-W53A-TPZ,Wesel W53A  Terduduki tidak dapat berpindah Posisi,Wesel W53A  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,164,4
3126,YK-W53A-NWP-DI,Deteksi Wesel W53A tidak pada Posisi Normal,Deteksi Wesel W53A pada Posisi Normal,1,1,,,wesel,YK,164,5
3127,YK-W53A-RWP-DI,Deteksi Wesel W53A tidak pada Posisi Reverse,Deteksi Wesel W53A pada Posisi Reverse,1,1,,,wesel,YK,164,6
3128,YK-W53A-NWR-DO,Perintah ke Lapangan Wesel W53A ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W53A ke Arah Normal Aktif,1,1,,,wesel,YK,164,7
3129,YK-W53A-RWR-DO,Perintah ke Lapangan Wesel W53A ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W53A ke Arah Reverse Aktif,1,1,,,wesel,YK,164,8
3130,YK-W53A-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W53A  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W53A  Aktif,1,1,,,wesel,YK,164,9
3131,YK-W63A/83-L,Wesel W63A/83 Tersekat,Wesel W63A/83 tidak Tersekat,1,1,,,wesel,YK,164,10
3132,YK-W63A/83-SWRLS,,Proses Membuka Sekat Wesel W63A/83  Sedang Berlangsung,1,1,,,wesel,YK,164,11
3133,YK-W63A/83-TPZ,Wesel W63A/83  Terduduki tidak dapat berpindah Posisi,Wesel W63A/83  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,164,12
3134,YK-W63A/83-NWP-DI,Deteksi Wesel W63A/83 tidak pada Posisi Normal,Deteksi Wesel W63A/83 pada Posisi Normal,1,1,,,wesel,YK,164,13
3135,YK-W63A/83-RWP-DI,Deteksi Wesel W63A/83 tidak pada Posisi Reverse,Deteksi Wesel W63A/83 pada Posisi Reverse,1,1,,,wesel,YK,164,14
3136,YK-W63A/83-NWR-DO,Perintah ke Lapangan Wesel W63A/83 ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W63A/83 ke Arah Normal Aktif,1,1,,,wesel,YK,164,15
3137,YK-W63A/83-RWR-DO,Perintah ke Lapangan Wesel W63A/83 ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W63A/83 ke Arah Reverse Aktif,1,1,,,wesel,YK,165,0
3138,YK-W63A/83-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W63A/83  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W63A/83  Aktif,1,1,,,wesel,YK,165,1
3139,YK-W73-L,Wesel W73 Tersekat,Wesel W73 tidak Tersekat,1,1,,,wesel,YK,165,2
3140,YK-W73-SWRLS,,Proses Membuka Sekat Wesel W73  Sedang Berlangsung,1,1,,,wesel,YK,165,3
3141,YK-W73-TPZ,Wesel W73  Terduduki tidak dapat berpindah Posisi,Wesel W73  Terduduki dapat berpindah Posisi,1,1,,,wesel,YK,165,4
3142,YK-W73-NWP-DI,Deteksi Wesel W73 tidak pada Posisi Normal,Deteksi Wesel W73 pada Posisi Normal,1,1,,,wesel,YK,165,5
3143,YK-W73-RWP-DI,Deteksi Wesel W73 tidak pada Posisi Reverse,Deteksi Wesel W73 pada Posisi Reverse,1,1,,,wesel,YK,165,6
3144,YK-W73-NWR-DO,Perintah ke Lapangan Wesel W73 ke Arah Normal tidak Aktif,Perintah ke Lapangan Wesel W73 ke Arah Normal Aktif,1,1,,,wesel,YK,165,7
3145,YK-W73-RWR-DO,Perintah ke Lapangan Wesel W73 ke Arah Reverse tidak Aktif,Perintah ke Lapangan Wesel W73 ke Arah Reverse Aktif,1,1,,,wesel,YK,165,8
3146,YK-W73-WLPR-DO,Perintah ke Lapangan Driving Common Wesel W73  tidak Aktif,Perintah Ke Lapangan Driving Common Wesel W73  Aktif,1,1,,,wesel,YK,165,9
3147,YK-10A-TPR-DI,Track 10AT Terduduki,Track 10AT Kosong,1,1,,,track,YK,165,10
3148,YK-10A-E-WS,Sub-Route Track 10AT  Arah Barat Terbentuk,Sub-Route Track 10AT  Arah Barat Release,1,1,,,track,YK,165,11
3149,YK-10B-TPR-DI,Track 10BT Terduduki,Track 10BT Kosong,1,1,,,track,YK,165,12
3150,YK-10B-E-WS,Sub-Route Track 10BT  Arah Barat Terbentuk,Sub-Route Track 10BT  Arah Barat Release,1,1,,,track,YK,165,13
3151,YK-10C-TPR-DI,Track 10CT Terduduki,Track 10CT Kosong,1,1,,,track,YK,165,14
3152,YK-10C-E-WS,Sub-Route Track 10CT  Arah Barat Terbentuk,Sub-Route Track 10CT  Arah Barat Release,1,1,,,track,YK,165,15
3153,YK-10D-TPR-DI,Track 10DT Terduduki,Track 10DT Kosong,1,1,,,track,YK,166,0
3154,YK-10D-E-WS,Sub-Route Track 10DT  Arah Barat Terbentuk,Sub-Route Track 10DT  Arah Barat Release,1,1,,,track,YK,166,1
3155,YK-10E-TPR-DI,Track 10ET Terduduki,Track 10ET Kosong,1,1,,,track,YK,166,2
3156,YK-10E-E-WS,Sub-Route Track 10ET  Arah Barat Terbentuk,Sub-Route Track 10ET  Arah Barat Release,1,1,,,track,YK,166,3
3157,YK-10E-E-ES,Sub-Route Track 10ET  Arah Timur Terbentuk,Sub-Route Track 10ET  Arah Timur Release,1,1,,,track,YK,166,4
3158,YK-10F-TPR-DI,Track 10FT Terduduki,Track 10FT Kosong,1,1,,,track,YK,166,5
3159,YK-10F-E-WS,Sub-Route Track 10FT  Arah Barat Terbentuk,Sub-Route Track 10FT  Arah Barat Release,1,1,,,track,YK,166,6
3160,YK-10F-E-ES,Sub-Route Track 10FT  Arah Timur Terbentuk,Sub-Route Track 10FT  Arah Timur Release,1,1,,,track,YK,166,7
3161,YK-11A-TPR-DI,Track 11AT Terduduki,Track 11AT Kosong,1,1,,,track,YK,166,8
3162,YK-11A-E-WS,Sub-Route Track 11AT  Arah Barat Terbentuk,Sub-Route Track 11AT  Arah Barat Release,1,1,,,track,YK,166,9
3163,YK-11A-S-WS,Sub-Route Track 11AT  Arah Barat Terbentuk,Sub-Route Track 11AT  Arah Barat Release,1,1,,,track,YK,166,10
3164,YK-11A-E-ES,Sub-Route Track 11AT  Arah Timur Terbentuk,Sub-Route Track 11AT  Arah Timur Release,1,1,,,track,YK,166,11
3165,YK-11A-S-ES,Sub-Route Track 11AT  Arah Timur Terbentuk,Sub-Route Track 11AT  Arah Timur Release,1,1,,,track,YK,166,12
3166,YK-11B-TPR-DI,Track 11BT Terduduki,Track 11BT Kosong,1,1,,,track,YK,166,13
3167,YK-11B-E-WS,Sub-Route Track 11BT  Arah Barat Terbentuk,Sub-Route Track 11BT  Arah Barat Release,1,1,,,track,YK,166,14
3168,YK-11B-S-WS,Sub-Route Track 11BT  Arah Barat Terbentuk,Sub-Route Track 11BT  Arah Barat Release,1,1,,,track,YK,166,15
3169,YK-11B-E-ES,Sub-Route Track 11BT  Arah Timur Terbentuk,Sub-Route Track 11BT  Arah Timur Release,1,1,,,track,YK,167,0
3170,YK-11C-TPR-DI,Track 11CT Terduduki,Track 11CT Kosong,1,1,,,track,YK,167,1
3171,YK-11C-E-WS,Sub-Route Track 11CT  Arah Barat Terbentuk,Sub-Route Track 11CT  Arah Barat Release,1,1,,,track,YK,167,2
3172,YK-11C-S-WS,Sub-Route Track 11CT  Arah Barat Terbentuk,Sub-Route Track 11CT  Arah Barat Release,1,1,,,track,YK,167,3
3173,YK-11C-E-ES,Sub-Route Track 11CT  Arah Timur Terbentuk,Sub-Route Track 11CT  Arah Timur Release,1,1,,,track,YK,167,4
3174,YK-11C-S-ES,Sub-Route Track 11CT  Arah Timur Terbentuk,Sub-Route Track 11CT  Arah Timur Release,1,1,,,track,YK,167,5
3175,YK-11D-TPR-DI,Track 11DT Terduduki,Track 11DT Kosong,1,1,,,track,YK,167,6
3176,YK-11D-E-WS,Sub-Route Track 11DT  Arah Barat Terbentuk,Sub-Route Track 11DT  Arah Barat Release,1,1,,,track,YK,167,7
3177,YK-11D-S-WS,Sub-Route Track 11DT  Arah Barat Terbentuk,Sub-Route Track 11DT  Arah Barat Release,1,1,,,track,YK,167,8
3178,YK-11D-E-ES,Sub-Route Track 11DT  Arah Timur Terbentuk,Sub-Route Track 11DT  Arah Timur Release,1,1,,,track,YK,167,9
3179,YK-11D-S-ES,Sub-Route Track 11DT  Arah Timur Terbentuk,Sub-Route Track 11DT  Arah Timur Release,1,1,,,track,YK,167,10
3180,YK-12-TPR-DI,Track 12T Terduduki,Track 12T Kosong,1,1,,,track,YK,167,11
3181,YK-12-T-WLAS,Luncuran Emplasement 12T  Arah Barat Terbentuk,Luncuran Emplasement 12T  Arah Barat Release,1,1,,,track,YK,167,12
3182,YK-12-T-ELAS,Luncuran Emplasement 12T  Arah Timur Terbentuk,Luncuran Emplasement 12T  Arah Timur Release,1,1,,,track,YK,167,13
3183,YK-13A-TPR-DI,Track 13AT Terduduki,Track 13AT Kosong,1,1,,,track,YK,167,14
3184,YK-13A-E-WS,Sub-Route Track 13AT  Arah Barat Terbentuk,Sub-Route Track 13AT  Arah Barat Release,1,1,,,track,YK,167,15
3185,YK-13A-S-WS,Sub-Route Track 13AT  Arah Barat Terbentuk,Sub-Route Track 13AT  Arah Barat Release,1,1,,,track,YK,168,0
3186,YK-13A-E-ES,Sub-Route Track 13AT  Arah Timur Terbentuk,Sub-Route Track 13AT  Arah Timur Release,1,1,,,track,YK,168,1
3187,YK-13A-S-ES,Sub-Route Track 13AT  Arah Timur Terbentuk,Sub-Route Track 13AT  Arah Timur Release,1,1,,,track,YK,168,2
3188,YK-13B-TPR-DI,Track 13BT Terduduki,Track 13BT Kosong,1,1,,,track,YK,168,3
3189,YK-13B-E-WS,Sub-Route Track 13BT  Arah Barat Terbentuk,Sub-Route Track 13BT  Arah Barat Release,1,1,,,track,YK,168,4
3190,YK-13B-E-ES,Sub-Route Track 13BT  Arah Timur Terbentuk,Sub-Route Track 13BT  Arah Timur Release,1,1,,,track,YK,168,5
3191,YK-13C-TPR-DI,Track 13CT Terduduki,Track 13CT Kosong,1,1,,,track,YK,168,6
3192,YK-13C-E-WS,Sub-Route Track 13CT  Arah Barat Terbentuk,Sub-Route Track 13CT  Arah Barat Release,1,1,,,track,YK,168,7
3193,YK-13C-S-WS,Sub-Route Track 13CT  Arah Barat Terbentuk,Sub-Route Track 13CT  Arah Barat Release,1,1,,,track,YK,168,8
3194,YK-13C-E-ES,Sub-Route Track 13CT  Arah Timur Terbentuk,Sub-Route Track 13CT  Arah Timur Release,1,1,,,track,YK,168,9
3195,YK-13C-S-ES,Sub-Route Track 13CT  Arah Timur Terbentuk,Sub-Route Track 13CT  Arah Timur Release,1,1,,,track,YK,168,10
3196,YK-13D-TPR-DI,Track 13DT Terduduki,Track 13DT Kosong,1,1,,,track,YK,168,11
3197,YK-13D-E-WS,Sub-Route Track 13DT  Arah Barat Terbentuk,Sub-Route Track 13DT  Arah Barat Release,1,1,,,track,YK,168,12
3198,YK-13D-S-WS,Sub-Route Track 13DT  Arah Barat Terbentuk,Sub-Route Track 13DT  Arah Barat Release,1,1,,,track,YK,168,13
3199,YK-13D-E-ES,Sub-Route Track 13DT  Arah Timur Terbentuk,Sub-Route Track 13DT  Arah Timur Release,1,1,,,track,YK,168,14
3200,YK-13D-S-ES,Sub-Route Track 13DT  Arah Timur Terbentuk,Sub-Route Track 13DT  Arah Timur Release,1,1,,,track,YK,168,15
3201,YK-13E-TPR-DI,Track 13ET Terduduki,Track 13ET Kosong,1,1,,,track,YK,169,0
